Key,Value_Length,Write_Duration
lorem_165,1208,0.0008220672607421875
lorem_170,1261,0.0008938312530517578
lorem_175,1299,0.0008790493011474609
lorem_180,1338,0.0007531642913818359
lorem_185,1369,0.0007679462432861328
lorem_190,1416,0.0007717609405517578
lorem_195,1461,0.0007517337799072266
lorem_200,1490,0.0007266998291015625
lorem_205,1545,0.0007112026214599609
lorem_210,1542,0.0007371902465820312
lorem_215,1594,0.0006890296936035156
lorem_220,1655,0.0006871223449707031
lorem_225,1669,0.0007033348083496094
lorem_230,1719,0.00067901611328125
lorem_235,1740,0.0006756782531738281
lorem_240,1784,0.0007009506225585938
lorem_245,1805,0.0007150173187255859
lorem_250,1827,0.0007061958312988281
lorem_255,1889,0.0007138252258300781
lorem_260,1921,0.0007028579711914062
lorem_265,1960,0.0006849765777587891
lorem_270,1967,0.0006952285766601562
lorem_275,2049,0.0006949901580810547
lorem_280,2079,0.0007207393646240234
lorem_285,2119,0.0007002353668212891
lorem_290,2162,0.0007040500640869141
lorem_295,2190,0.0007102489471435547
lorem_300,2220,0.0007259845733642578
lorem_305,2236,0.0007641315460205078
lorem_310,2280,0.0006999969482421875
lorem_315,2343,0.0006909370422363281
lorem_320,2361,0.0006968975067138672
lorem_325,2408,0.0006837844848632812
lorem_330,2480,0.0006890296936035156
lorem_335,2495,0.0007050037384033203
lorem_340,2526,0.0007069110870361328
lorem_345,2550,0.0007355213165283203
lorem_350,2615,0.0007348060607910156
lorem_355,2623,0.0007119178771972656
lorem_360,2671,0.0006940364837646484
lorem_365,2712,0.0007059574127197266
lorem_370,2751,0.0008020401000976562
lorem_375,2794,0.0006909370422363281
lorem_380,2820,0.0007121562957763672
lorem_385,2893,0.0007252693176269531
lorem_390,2866,0.0007061958312988281
lorem_395,2937,0.0007119178771972656
lorem_400,2947,0.0006940364837646484
lorem_405,3018,0.0006780624389648438
lorem_410,3072,0.0006670951843261719
lorem_415,3092,0.0006880760192871094
lorem_420,3088,0.000682830810546875
lorem_425,3153,0.0007081031799316406
lorem_430,3177,0.0007069110870361328
lorem_435,3217,0.0006959438323974609
lorem_440,3287,0.000698089599609375
lorem_445,3307,0.0007050037384033203
lorem_450,3349,0.00067901611328125
lorem_455,3366,0.0006871223449707031
lorem_460,3417,0.0006709098815917969
lorem_465,3438,0.0006656646728515625
lorem_470,3477,0.0006821155548095703
lorem_475,3538,0.0006682872772216797
lorem_480,3575,0.0006749629974365234
lorem_485,3594,0.0006690025329589844
lorem_490,3619,0.0006699562072753906
lorem_495,3684,0.000675201416015625
lorem_500,3718,0.0006797313690185547
lorem_505,3740,0.0006809234619140625
lorem_510,3772,0.0006930828094482422
lorem_515,3811,0.0007243156433105469
lorem_520,3867,0.0007028579711914062
lorem_525,3895,0.0006911754608154297
lorem_530,3927,0.0006737709045410156
lorem_535,3982,0.0006768703460693359
lorem_540,4005,0.0007040500640869141
lorem_545,4046,0.0006659030914306641
lorem_550,4084,0.0006718635559082031
lorem_555,4117,0.000659942626953125
lorem_560,4165,0.0007059574127197266
lorem_565,4206,0.0006499290466308594
lorem_570,4219,0.0006501674652099609
lorem_575,4252,0.0006587505340576172
lorem_580,4294,0.0006411075592041016
lorem_585,4349,0.0006971359252929688
lorem_590,4351,0.0007119178771972656
lorem_595,4443,0.0006680488586425781
lorem_600,4472,0.0006759166717529297
lorem_605,4475,0.0007469654083251953
lorem_610,4494,0.0006923675537109375
lorem_615,4582,0.0006830692291259766
lorem_620,4582,0.0007648468017578125
lorem_625,4638,0.0006558895111083984
lorem_630,4659,0.0007238388061523438
lorem_635,4748,0.0006830692291259766
lorem_640,4759,0.0006771087646484375
lorem_645,4798,0.0007076263427734375
lorem_650,4817,0.0007500648498535156
lorem_655,4867,0.0008771419525146484
lorem_660,4904,0.0007240772247314453
lorem_665,4934,0.0007059574127197266
lorem_670,5004,0.0009529590606689453
lorem_675,5006,0.0006899833679199219
lorem_680,5037,0.00067901611328125
lorem_685,5081,0.0006799697875976562
lorem_690,5112,0.0006971359252929688
lorem_695,5170,0.0006847381591796875
lorem_700,5175,0.0006799697875976562
lorem_705,5228,0.0007598400115966797
lorem_710,5274,0.0007009506225585938
lorem_715,5290,0.0006840229034423828
lorem_720,5347,0.0007040500640869141
lorem_725,5381,0.0007898807525634766
lorem_730,5415,0.0007901191711425781
lorem_735,5451,0.0007259845733642578
lorem_740,5483,0.0007941722869873047
lorem_745,5544,0.0006759166717529297
lorem_750,5570,0.0006871223449707031
lorem_755,5610,0.0007159709930419922
lorem_760,5657,0.0007100105285644531
lorem_765,5697,0.0007169246673583984
lorem_770,5717,0.0007238388061523438
lorem_775,5740,0.0006921291351318359
lorem_780,5775,0.0006799697875976562
lorem_785,5840,0.0006921291351318359
lorem_790,5880,0.0007231235504150391
lorem_795,5879,0.0007197856903076172
lorem_800,5929,0.0007011890411376953
lorem_805,5983,0.0007150173187255859
lorem_810,5984,0.0007150173187255859
lorem_815,6024,0.0007071495056152344
lorem_820,6060,0.0006740093231201172
lorem_825,6145,0.0007212162017822266
lorem_830,6150,0.0007290840148925781
lorem_835,6187,0.0007107257843017578
lorem_840,6252,0.0007040500640869141
lorem_845,6271,0.0007231235504150391
lorem_850,6316,0.0006861686706542969
lorem_855,6346,0.0006840229034423828
lorem_860,6381,0.0007030963897705078
lorem_865,6419,0.0006709098815917969
lorem_870,6463,0.000675201416015625
lorem_875,6520,0.0006783008575439453
lorem_880,6528,0.0006861686706542969
lorem_885,6563,0.0006787776947021484
lorem_890,6586,0.0007460117340087891
lorem_895,6629,0.0006787776947021484
lorem_900,6676,0.0006899833679199219
lorem_905,6718,0.0006968975067138672
lorem_910,6754,0.0006840229034423828
lorem_915,6798,0.0006818771362304688
lorem_920,6826,0.0006909370422363281
lorem_925,6868,0.0006642341613769531
lorem_930,6922,0.0006701946258544922
lorem_935,6947,0.0006897449493408203
lorem_940,6969,0.0006971359252929688
lorem_945,7028,0.0007040500640869141
lorem_950,7044,0.0006947517395019531
lorem_955,7079,0.0006871223449707031
lorem_960,7121,0.0006823539733886719
lorem_965,7176,0.0007050037384033203
lorem_970,7195,0.0007009506225585938
lorem_975,7229,0.0006849765777587891
lorem_980,7283,0.0007040500640869141
lorem_985,7327,0.0007069110870361328
lorem_990,7333,0.0006940364837646484
lorem_995,7394,0.0006728172302246094
lorem_1000,7418,0.0006756782531738281
lorem_0,0,0.002880096435546875
lorem_5,24,0.003895998001098633
lorem_10,81,0.0019519329071044922
lorem_15,104,0.001222848892211914
lorem_20,154,0.0011248588562011719
lorem_25,183,0.0011868476867675781
lorem_30,209,0.0010979175567626953
lorem_35,260,0.0011990070343017578
lorem_40,293,0.0011370182037353516
lorem_45,327,0.00113677978515625
lorem_50,387,0.0009572505950927734
lorem_55,405,0.0009222030639648438
lorem_60,468,0.0009222030639648438
lorem_65,488,0.0009648799896240234
lorem_70,532,0.0010848045349121094
lorem_75,547,0.0009620189666748047
lorem_80,609,0.0009479522705078125
lorem_85,620,0.0009341239929199219
lorem_90,671,0.0009138584136962891
lorem_95,689,0.0009059906005859375
lorem_100,733,0.0008459091186523438
lorem_105,767,0.0008401870727539062
lorem_110,792,0.0008370876312255859
lorem_115,858,0.0008518695831298828
lorem_120,896,0.000823974609375
lorem_125,906,0.0008139610290527344
lorem_130,975,0.0008373260498046875
lorem_135,1016,0.0008308887481689453
lorem_140,1046,0.0008158683776855469
lorem_145,1093,0.0008149147033691406
lorem_150,1127,0.0007622241973876953
lorem_155,1149,0.0007531642913818359
lorem_160,1166,0.0007669925689697266
lorem_165,1219,0.0007889270782470703
lorem_170,1264,0.0008051395416259766
lorem_175,1297,0.0007460117340087891
lorem_180,1338,0.0007419586181640625
lorem_185,1375,0.0007181167602539062
lorem_190,1406,0.0007469654083251953
lorem_195,1449,0.0007431507110595703
lorem_200,1459,0.0007407665252685547
lorem_205,1495,0.0006768703460693359
lorem_210,1544,0.0006988048553466797
lorem_215,1614,0.0007061958312988281
lorem_220,1639,0.0007119178771972656
lorem_225,1654,0.0006818771362304688
lorem_230,1723,0.0006930828094482422
lorem_235,1735,0.0006761550903320312
lorem_240,1825,0.0007119178771972656
lorem_245,1800,0.0006668567657470703
lorem_250,1855,0.0006878376007080078
lorem_255,1922,0.0007066726684570312
lorem_260,1940,0.000720977783203125
lorem_265,1950,0.0007171630859375
lorem_270,2013,0.0007088184356689453
lorem_275,2048,0.0006821155548095703
lorem_280,2056,0.0006709098815917969
lorem_285,2108,0.0006728172302246094
lorem_290,2138,0.0006740093231201172
lorem_295,2176,0.0007150173187255859
lorem_300,2229,0.0007181167602539062
lorem_305,2215,0.0006968975067138672
lorem_310,2308,0.000698089599609375
lorem_315,2331,0.0006949901580810547
lorem_320,2345,0.0006690025329589844
lorem_325,2389,0.0006809234619140625
lorem_330,2417,0.0006818771362304688
lorem_335,2472,0.0007078647613525391
lorem_340,2519,0.0006809234619140625
lorem_345,2561,0.0007290840148925781
lorem_350,2607,0.0007171630859375
lorem_355,2639,0.0006961822509765625
lorem_360,2662,0.000698089599609375
lorem_365,2706,0.0006949901580810547
lorem_370,2741,0.00072479248046875
lorem_375,2784,0.0006668567657470703
lorem_380,2825,0.0007088184356689453
lorem_385,2845,0.00067901611328125
lorem_390,2894,0.0007030963897705078
lorem_395,2901,0.0006871223449707031
lorem_400,2962,0.0006849765777587891
lorem_405,3003,0.0006990432739257812
lorem_410,3042,0.0006997585296630859
lorem_415,3068,0.0006978511810302734
lorem_420,3107,0.0006871223449707031
lorem_425,3136,0.0006830692291259766
lorem_430,3186,0.0006692409515380859
lorem_435,3218,0.0006883144378662109
lorem_440,3242,0.0006823539733886719
lorem_445,3322,0.0006871223449707031
lorem_450,3343,0.0006840229034423828
lorem_455,3382,0.0006709098815917969
lorem_460,3427,0.0006949901580810547
lorem_465,3404,0.0007038116455078125
lorem_470,3485,0.0006961822509765625
lorem_475,3519,0.0006799697875976562
lorem_480,3579,0.0006768703460693359
lorem_485,3604,0.0006520748138427734
lorem_490,3662,0.0006649494171142578
lorem_495,3668,0.0006618499755859375
lorem_500,3705,0.0006690025329589844
lorem_505,3732,0.0006721019744873047
lorem_510,3779,0.0006842613220214844
lorem_515,3799,0.000701904296875
lorem_520,3842,0.0006818771362304688
lorem_525,3893,0.0006656646728515625
lorem_530,3956,0.0008089542388916016
lorem_535,3974,0.0006940364837646484
lorem_540,4011,0.0006670951843261719
lorem_545,4048,0.0006778240203857422
lorem_550,4085,0.0006811618804931641
lorem_555,4108,0.0007369518280029297
lorem_560,4158,0.0007319450378417969
lorem_565,4193,0.0006990432739257812
lorem_570,4226,0.0006659030914306641
lorem_575,4256,0.0007040500640869141
lorem_580,4325,0.0006961822509765625
lorem_585,4332,0.0006797313690185547
lorem_590,4381,0.0006661415100097656
lorem_595,4394,0.0006871223449707031
lorem_600,4436,0.0006940364837646484
lorem_605,4498,0.0006628036499023438
lorem_610,4515,0.0006940364837646484
lorem_615,4559,0.0006890296936035156
lorem_620,4583,0.0006935596466064453
lorem_625,4658,0.0007181167602539062
lorem_630,4663,0.0006699562072753906
lorem_635,4719,0.0006892681121826172
lorem_640,4727,0.0006861686706542969
lorem_645,4765,0.0006811618804931641
lorem_650,4812,0.0006859302520751953
lorem_655,4866,0.0006902217864990234
lorem_660,4904,0.0006940364837646484
lorem_665,4941,0.0006811618804931641
lorem_670,4977,0.0006799697875976562
lorem_675,5005,0.0007009506225585938
lorem_680,5076,0.0006840229034423828
lorem_685,5096,0.0006670951843261719
lorem_690,5124,0.0006620883941650391
lorem_695,5160,0.0006921291351318359
lorem_700,5217,0.0006821155548095703
lorem_705,5224,0.0006859302520751953
lorem_710,5279,0.0006892681121826172
lorem_715,5322,0.00067901611328125
lorem_720,5351,0.0006887912750244141
lorem_725,5381,0.0006809234619140625
lorem_730,5421,0.0006699562072753906
lorem_735,5463,0.0007088184356689453
lorem_740,5491,0.0006761550903320312
lorem_745,5530,0.0006749629974365234
lorem_750,5558,0.0006921291351318359
lorem_755,5588,0.0006670951843261719
lorem_760,5638,0.0006680488586425781
lorem_765,5672,0.0006649494171142578
lorem_770,5711,0.0007050037384033203
lorem_775,5768,0.0006878376007080078
lorem_780,5790,0.00067901611328125
lorem_785,5843,0.0006918907165527344
lorem_790,5837,0.0006890296936035156
lorem_795,5907,0.0006740093231201172
lorem_800,5944,0.0006861686706542969
lorem_805,5955,0.0006930828094482422
lorem_810,5986,0.0006959438323974609
lorem_815,6045,0.0007119178771972656
lorem_820,6055,0.000705718994140625
lorem_825,6111,0.0007102489471435547
lorem_830,6179,0.0006947517395019531
lorem_835,6172,0.0006887912750244141
lorem_840,6228,0.0006880760192871094
lorem_845,6254,0.0007030963897705078
lorem_850,6322,0.0006883144378662109
lorem_855,6348,0.0007138252258300781
lorem_860,6375,0.0007059574127197266
lorem_865,6435,0.0007090568542480469
lorem_870,6445,0.0006949901580810547
lorem_875,6528,0.0006852149963378906
lorem_880,6517,0.0007009506225585938
lorem_885,6571,0.0007159709930419922
lorem_890,6597,0.0007109642028808594
lorem_895,6643,0.0007050037384033203
lorem_900,6693,0.0006761550903320312
lorem_905,6721,0.0006949901580810547
lorem_910,6754,0.0006880760192871094
lorem_915,6790,0.0006809234619140625
lorem_920,6825,0.0007071495056152344
lorem_925,6862,0.0007081031799316406
lorem_930,6898,0.0007050037384033203
lorem_935,6938,0.0007038116455078125
lorem_940,6971,0.0007040500640869141
lorem_945,7027,0.0006771087646484375
lorem_950,7065,0.0007081031799316406
lorem_955,7091,0.0007128715515136719
lorem_960,7124,0.0006778240203857422
lorem_965,7168,0.0006930828094482422
lorem_970,7199,0.0007166862487792969
lorem_975,7234,0.0007162094116210938
lorem_980,7268,0.0006799697875976562
lorem_985,7324,0.0006780624389648438
lorem_990,7342,0.0006880760192871094
lorem_995,7373,0.0006897449493408203
lorem_1000,7446,0.0006966590881347656
lorem_1005,7494,0.0006918907165527344
lorem_1010,7480,0.0006918907165527344
lorem_1015,7517,0.0006771087646484375
lorem_1020,7563,0.0006809234619140625
lorem_1025,7610,0.0006949901580810547
lorem_1030,7629,0.0007002353668212891
lorem_1035,7673,0.0007028579711914062
lorem_1040,7696,0.0007078647613525391
lorem_1045,7772,0.0006988048553466797
lorem_1050,7795,0.0006902217864990234
lorem_1055,7851,0.0006520748138427734
lorem_1060,7867,0.0007119178771972656
lorem_1065,7913,0.0007038116455078125
lorem_1070,7949,0.0006937980651855469
lorem_1075,7978,0.0007030963897705078
lorem_1080,8001,0.0007030963897705078
lorem_1085,8058,0.0006999969482421875
lorem_1090,8097,0.0006668567657470703
lorem_1095,8130,0.0006830692291259766
