Key,Value_Length,Read_Duration
lorem_450,3343,0.0003600120544433594
lorem_455,3382,0.00035190582275390625
lorem_460,3427,2.384185791015625e-05
lorem_465,3404,0.00036406517028808594
lorem_470,3485,0.0003571510314941406
lorem_475,3519,0.0003528594970703125
lorem_480,3579,0.000370025634765625
lorem_485,3604,0.00034308433532714844
lorem_490,3662,0.00035309791564941406
lorem_495,3668,1.71661376953125e-05
lorem_500,3705,0.0003440380096435547
lorem_505,3732,0.0003609657287597656
lorem_510,3779,0.0003578662872314453
lorem_515,3799,0.0003609657287597656
lorem_520,3842,0.00036716461181640625
lorem_525,3893,0.00036406517028808594
lorem_530,3956,0.00036907196044921875
lorem_535,3974,0.0003712177276611328
lorem_540,4011,0.0003769397735595703
lorem_545,4048,0.00037670135498046875
lorem_550,4085,0.0003650188446044922
lorem_555,4108,0.000377655029296875
lorem_560,4158,0.0003750324249267578
lorem_565,4193,0.00037598609924316406
lorem_570,4226,0.0003719329833984375
lorem_575,4256,0.0003771781921386719
lorem_580,4325,0.0003829002380371094
lorem_585,4332,0.0003719329833984375
lorem_590,4381,0.0003819465637207031
lorem_595,4394,0.00036215782165527344
lorem_600,4436,0.0003650188446044922
lorem_605,4498,0.0003631114959716797
lorem_610,4515,0.0003600120544433594
lorem_615,4559,0.0004191398620605469
lorem_620,4583,0.00041413307189941406
lorem_625,4658,0.00037288665771484375
lorem_630,4663,0.0003590583801269531
lorem_635,4719,0.0003829002380371094
lorem_640,4727,0.0004019737243652344
lorem_645,4765,0.0003840923309326172
lorem_650,4812,0.0003731250762939453
lorem_655,4866,0.0003819465637207031
lorem_660,4904,0.0003790855407714844
lorem_665,4941,0.0003731250762939453
lorem_670,4977,0.0003781318664550781
lorem_675,5005,0.00037789344787597656
lorem_680,5076,0.0003800392150878906
lorem_685,5096,0.00039887428283691406
lorem_690,5124,0.0003819465637207031
lorem_695,5160,1.71661376953125e-05
lorem_700,5217,0.000370025634765625
lorem_705,5224,1.6927719116210938e-05
lorem_710,5279,0.0003719329833984375
lorem_715,5322,0.0003800392150878906
lorem_720,5351,0.0003809928894042969
lorem_725,5381,0.0003719329833984375
lorem_730,5421,0.00037980079650878906
lorem_735,5463,0.0003788471221923828
lorem_740,5491,0.0003771781921386719
lorem_745,5530,0.00037598609924316406
lorem_750,5558,0.0003688335418701172
lorem_755,5588,0.00037288665771484375
lorem_760,5638,0.0003771781921386719
lorem_765,5672,0.00037598609924316406
lorem_770,5711,0.0003762245178222656
lorem_775,5768,0.0003809928894042969
lorem_780,5790,0.0003750324249267578
lorem_785,5843,0.00036907196044921875
lorem_790,5837,0.0003757476806640625
lorem_795,5907,0.0003819465637207031
lorem_800,5944,0.0003790855407714844
lorem_805,5955,0.00036787986755371094
lorem_810,5986,1.71661376953125e-05
lorem_815,6045,0.0003750324249267578
lorem_820,6055,0.0003771781921386719
lorem_825,6111,1.71661376953125e-05
lorem_830,6179,0.0003921985626220703
lorem_835,6172,0.00037789344787597656
lorem_840,6228,0.00036215782165527344
lorem_845,6254,0.0003650188446044922
lorem_850,6322,0.0003719329833984375
lorem_855,6348,0.0003609657287597656
lorem_860,6375,0.0003581047058105469
lorem_865,6435,0.0003681182861328125
lorem_870,6445,0.00036406517028808594
lorem_875,6528,0.0003581047058105469
lorem_880,6517,0.00037097930908203125
lorem_885,6571,0.0003998279571533203
lorem_890,6597,0.0003781318664550781
lorem_895,6643,0.00037980079650878906
lorem_900,6693,0.0003819465637207031
lorem_905,6721,0.00035881996154785156
lorem_910,6754,0.00035190582275390625
lorem_915,6790,0.0003590583801269531
lorem_920,6825,0.0003650188446044922
lorem_925,6862,0.0003788471221923828
lorem_930,6898,1.6927719116210938e-05
lorem_935,6938,0.00038504600524902344
lorem_940,6971,0.00037789344787597656
lorem_945,7027,0.0003762245178222656
lorem_950,7065,0.00037598609924316406
lorem_955,7091,0.00037407875061035156
lorem_960,7124,0.0003771781921386719
lorem_965,7168,0.0003788471221923828
lorem_970,7199,0.00037407875061035156
lorem_975,7234,1.7881393432617188e-05
lorem_980,7268,0.0003859996795654297
lorem_985,7324,0.0003829002380371094
lorem_990,7342,0.0003819465637207031
lorem_995,7373,0.0003910064697265625
lorem_1000,7446,0.0003771781921386719
